date,text,place,latitude,longitude
1845-04-07,"An earthquake destroys part of Mexico City , along with the nearby towns of Tlalpan and Xochimilco .",Mexico City,,
1845-04-10,The Great Fire of Pittsburgh destroys much of the American city of Pittsburgh .,American city of Pittsburgh,,
1845-05-25,"A theater fire in Canton , China, kills 1,670.",Canton,,
1845-09-09,"Potato blight breaks out in Ireland, beginning the Great Famine .",Ireland,,
1845-11-20,"Anglo-French blockade of the Río de la Plata – Battle of Vuelta de Obligado : The Argentine Confederation is narrowly defeated by an Anglo–French fleet on the waters of the Paraná River , but the victors suffer serious damage to their ships, and Argentina attracts political support in South America.",South America,,
1845-12-11,First Anglo-Sikh War : Sikh army crosses the Sutlej in the Punjab .,Punjab,,
1845-12-22,23 – Battle of Ferozeshah (Anglo-Sikh War): East India Company forces are victorious over those of the Sikh Empire.,Sikh Empire,,
1846-02-10,First Anglo-Sikh war : Battle of Sobraon – British forces in India defeat the Sikhs.,India defeat the Sikhs,,
1846-03-09,"The First Anglo-Sikh war ends with the signing of the Treaty of Lahore . Kashmir is ceded to the British East India Company , and the Koh-i-Noor diamond is surrendered to Queen Victoria .",Treaty of Lahore,,
1846-04-25,"Mexican–American War : Open conflict begins, over the disputed border of Texas .",Texas,,
1846-05-08,"Mexican–American War – Battle of Palo Alto : Zachary Taylor defeats a Mexican force north of the Rio Grande at Palo Alto, Texas in the first major battle of the war.",Palo Alto,,
1846-05-13,Mexican–American War : The United States declares war on Mexico.,,,
1846-05-15,"Under the leadership of Prime Minister Robert Peel , the House of Commons of the United Kingdom votes to repeal the Corn Laws by passing an Importation Bill, replacing the old colonial mercantile trade system with free trade in response to the Great Famine (Ireland) . On June 25 the Duke of Wellington persuades the House of Lords to pass the Act, which will take full effect from February 1849 . Peel, however, is forced to resign.",United Kingdom votes to repeal the Corn Laws by passing an Importation Bill,,
1846-06-10,Mexican–American War : The California Republic declares independence from Mexico.,,,
1846-07-07,"Mexican–American War : Battle of Monterey – Acting on instructions from Washington, D.C., Commodore John Drake Sloat orders his troops to occupy Monterey and Yerba Buena , thus beginning the United States annexation of California .",Monterey,,
1846-09-10,"Elias Howe is awarded the first United States patent for a sewing machine , using a lockstitch design.",,,
1846-09-14,Jang Bahadur and his brothers massacre about 40 members of the Nepalese palace court.,Nepalese palace court,,
1846-11-04,"The Donner Party , a wagon train of 87 settlers traveling to California, is stranded in the Sierra Nevada mountains by the first of several snowstorms. By the time a relief party reaches the starving settlers three months later, only 48 survivors are left, many of whom have survived by cannibalism.",Sierra Nevada mountains by the first of several snowstorms,,
1847-01-13,The Treaty of Cahuenga ends fighting in the Mexican–American War in California .,Cahuenga ends fighting in the,,
1847-02-22,"Mexican–American War : Battle of Buena Vista – 5,000 American troops under General Zachary Taylor use their superiority in artillery to drive off 15,000 Mexican troops under Antonio López de Santa Anna , defeating the Mexicans the next day.",Buena Vista,,
1847-03-09,Mexican–American War : United States forces under General Winfield Scott invade Mexico near Veracruz .,Veracruz,,
1847-03-29,Mexican–American War : United States forces under General Winfield Scott take Veracruz after a siege .,,,
1847-04-15,"The Lawrence School, Sanawar is established in India.",India,,
1847-04-16,"New Zealand Wars : A minor Māori chief is accidentally shot by a junior British Army officer in Whanganui on New Zealand 's North Island , triggering the Wanganui Campaign (which continues until July 23 ).",Whanganui on New Zealand 's North Island,,
1847-08-12,Mexican–American War : U.S. troops of General Winfield Scott begin to advance along the aqueduct around Lakes Chalco and Xochimilco in Mexico.,Mexico,,
1847-08-20,Mexican–American War – Battle of Churubusco : U.S. troops defeat Mexican forces.,Churubusco,,
1847-09-14,"Mexican–American War : U.S. general Winfield Scott enters Mexico City , marking the end of organized Mexican resistance.",,,
1847-11-03,"29 – Sonderbund War : In Switzerland, General Guillaume-Henri Dufour 's Federal Army defeats the Sonderbund (an alliance of seven Catholic cantons ) in a civil war, with a total of only 86 deaths.",Switzerland,,
1847-11-17,"The Battle of Um Swayya Spring takes place near a spring in Qatar, after a Bahraini force under Shaikh Ali bin Khalifa Deputy Ruler of Bahrain defeats the Al Binali tribe. The chief of the Al Binali, Isa bin Tureef, is slain in battle with over 70 fatalities from his side.",Qatar,,
1848-03-24,"The First Schleswig War (German: Schleswig-Holsteinischer Krieg , or Three Years' War (Danish: Treårskrigen )), a military conflict in southern Denmark and northern Germany rooted in the Schleswig-Holstein Question , contesting the issue of who should control the Duchies of Schleswig and Holstein , begins.",Schleswig-Holstein Question,,
1848-03-29,"Queen's College, London , founded, the world's first school to award academic qualifications to young women.",,,
1848-04-18,The Second Anglo-Sikh War breaks out in the Punjab .,Punjab,,
1848-04-29,"Pope Pius IX publishes an allocution announcing his refusal to support Piedmont-Sardinia in its war with Austria, and dispelling hopes that he might serve as ruler of a pan-Italian republic. The allocution, by which Pius is seen to withdraw his moral support for the Italian unification movement, is a key first step in the soon-to-be crushing reaction against the revolutions of 1848.",,,
1848-05-19,"The Treaty of Guadalupe Hidalgo of February 2, ending the Mexican–American War , is ratified by the Mexican government.",Guadalupe Hidalgo of February 2,,
1848-06-17,"The Austrian army bombards Prague , and crushes a working-class revolt.",,,
1848-09-29,"Battle of Pákozd : The Hungarian revolutionary army, led by János Móga, defeats the Croatian army of Josip Jelačić , forcing him to retreat towards Vienna .",,,
1848-10-24,"Romanian bands massacre 640 Hungarian civilians at the town of Zlatna , Transylvania . The massacre continues into 1849 .",Zlatna,,
1848-10-30,"Battle of Schwechat : Hungarian forces which crossed the Austrian border, in order to unite with the Viennese revolutionaries, are defeated by the imperial army, led by Alfred I, Prince of Windisch-Grätz and Josip Jelačić .",Schwechat,,
1848-11-13,"At the Battle of Gherla , the Austrian commander Karl von Urban wins a victory with his force of 3.000 against the 12.000-strong Hungarian Revolutionary Army led by Manó Baldacci , the Hungarian commander-in-chief in Transylvania.",Transylvania,,
1848-11-17,"Karl von Urban liberates Klausenburg (Cluj-Napoca/Kolozsvár) , the capital of the Principality of Transylvania, during the Hungarian Revolutionary War.",Principality of Transylvania,,
1848-12-30,"Battle of Mór : The imperial army, led by Josip Jelačić , defeats the Hungarian army, led by Mór Perczel .",,,
1849-01-08,"Hungarian Revolution of 1848 : Romanian armed groups massacre 600 unarmed Hungarian civilians, at Nagyenyed .",Nagyenyed,,
1849-01-23,"Elizabeth Blackwell is awarded her M.D. by the Medical Institute of Geneva, New York , thus becoming the United States' first woman doctor.",Geneva,,
1849-02-04,"Hungarian Revolution of 1848 : Battle of Vízakna – The Austrian army, led by Anton Puchner, defeats the Hungarians, led by general Josef Bem .",,,
1849-02-09,Hungarian Revolution of 1848 : Battle of Piski – Josef Bem 's Hungarian army defeats Anton Puchner.,,,
1849-02-21,Second Anglo-Sikh War : Battle of Gujrat – Forces of the British East India Company defeat those of the Sikh Empire in Punjab .,Punjab,,
1849-02-27,Hungarian Revolution of 1848 : Battle of Kápolna – The Austrians defeat the Hungarians.,,,
1849-03-05,Hungarian Revolution of 1848 : Second Battle of Szolnok – The Hungarians led by János Damjanich and Károly Vécsey defeat the Austrians.,,,
1849-03-11,"Hungarian Revolution of 1848 : The Hungarian army of Transylvania , under general Josef Bem , defeats the Russian-Austrian army at Second Battle of Nagyszeben , capturing the city which is the headquarters of Austrian general Anton Puchner. Most of Transylvania is liberated from the Austrian rule. The Austrian and the Russian troops flee to Wallachia .",Second Battle of Nagyszeben,,
1849-03-23,"First Italian War of Independence : Battle of Novara – The Kingdom of Sardinia suffers a huge defeat after a two day battle, and King Charles Albert of Sardinia abdicates.",Independence,,
1849-04-04,"Hungarian Revolution of 1848 – Battle of Tápióbicske : Hungarian forces, under the generals György Klapka and János Damjanich , defeat the Austrian-Croatian army, led by Franz Schlik and Josip Jelačić .",,,
1849-04-06,"Hungarian Revolution of 1848 – Battle of Isaszeg : The main Hungarian forces, led by Arthur Görgey , defeat the main imperial forces, led by Alfred I, Prince of Windisch-Grätz , forcing them to retreat westward.",,,
1849-04-10,"Hungarian Revolution of 1848 – Battle of Vác : The Hungarians, led by János Damjanich , defeat the Austrians, led by Christian Götz, who dies after the battle due to his injuries.",,,
1849-04-19,"Hungarian Revolution of 1848 – Battle of Nagysalló : The Hungarian revolutionary army, led by György Klapka and János Damjanich , defeat the Austrian army, led by Lt. Gen. Ludwig von Wohlgemuth .",,,
1849-04-26,"Hungarian Revolution of 1848 – Battle of Komárom : Hungarian forces relieve the city and castle with the same name from a long Austrian siege. The Austrian imperial forces and their Croatian , Romanian and Serbian allies are chased out from Hungary, or near the borders of the country.",,,
1849-05-10,"The Astor Place Riot takes place in Manhattan , over a dispute between two Shakespearean actors; over 20 people are killed when troops fire on the rioters.",Manhattan,,
1849-05-17,The St. Louis Fire starts when a steamboat catches fire and nearly burns down the entire city.,,,
1849-06-17,"Hungarian Revolution of 1848 : The main Russian forces, led by Ivan Paskevich , cross the Hungarian border, and together with the Austrian troops, led by Julius Jacob von Haynau , start the final attack against the Hungarian Revolution . Now the Hungarian revolutionary troops, numbering 173,000 soldiers, which even before the Russian attack were in inferiority regarding their numbers, and the quality of their weapons and war industry, face a force of 370,000 Austro-Russian forces, and other tens of thousands of Croatian, Serbian and Romanian insurgents, who serve the Habsburg imperial interests.",,,
