date,event
1756-04-12,"Siege of Fort St Philip begins when the French under Armand de Vignerot du Plessis, Duke of Richelieu, land near Port Mahón on Menorca and besiege the British garrison here in a prelude to the Seven Years' War."
1756-05-17,"The Seven Years' War formally begins, when Great Britain declares war on France."
1756-05-20,Seven Years' War: Battle of Minorca – The British fleet under John Byng is defeated by the French under Roland-Michel Barrin de La Galissonière.
1756-06-20,A garrison of the British Army in India is imprisoned in the Black Hole of Calcutta.
1756-06-22,"The Coup of 1756, an attempted coup d'état planned by Queen Louisa Ulrika of Sweden, to abolish the rule of the Riksdag of the Estates and reinstate absolute monarchy in Sweden with the support of the Hovpartiet, is exposed and subdued."
1756-06-25,"The Marine Society is founded in London, the world's oldest seafarers' charity."
1756-06-29,Seven Years' War: Siege of Fort St Philip at Port Mahón: The British garrison in Menorca surrenders to the French after two months' siege by the Duke of Richelieu.
1756-07-30,Bartolomeo Rastrelli presents the newly built Catherine Palace at Tsarskoye Selo to Empress Elizabeth of Russia and her court.
1756-08-14,Seven Years' War: French and Indian War – Fort Oswego falls to the French.
1756-08-29,"Frederick II of Prussia invades Saxony, beginning the Third Silesian War within the Seven Years' War on the European continent."
1756-09-02,"Abu l-Hasan Ali I, Bey of Tunis is forcibly removed after 23 years as the ruler of the North African emirate by his cousins, who are avenging the overthrow and execution of their father, Husayn in 1735. Hasan Ali surrenders to the rebels and is imprisoned in Algiers, then executed on September 22 on orders of the new Bey of Tunis, Muhammad I ar-Rashid."
1756-10-01,"Seven Years' War: Battle of Lobositz – Frederick defeats an Austrian army under Marshal Maximilian Ulysses, Reichsgraf von Browne."
1756-10-14,"An ""Agreement of Friendship and Trade"" is signed by Sultan Osman III and King Frederick V. Denmark appoints an extraordinary representative to the Ottoman Empire."
1756-11-16,"Thomas Pelham-Holles, the Duke of Newcastle, is forced to resign as Prime Minister of Great Britain after the British lose the Battle of Minorca to the French. The office of Prime Minister remains vacant for eight months with William Pitt and the Duke of Devonshire leading the cabinet."
1756-11-16,"Seven Years' War – French and Indian War: Militias of the Royal Colony of North Carolina build a fort on the province's western frontier to protect it against natives allied with the French. The fort is named Fort Dobbs in honor of North Carolina Governor Arthur Dobbs, who persuaded the North Carolina legislature to fund the construction a year earlier."
1756-12-14,The first chocolate-candy factory begins operations in Germany.
1756-12-14,"Leopold Mozart publishes his book on his method for learning to play the violin, Versuch einer gründlichen Violinschule."
1756-12-14,"Rev. John Home 's tragedy Douglas is performed for the first time in Edinburgh, with overwhelming success, in spite of the opposition of the local church presbytery, who summon Alexander Carlyle to answer for having attended its representation. However, it fails in its early promise to set up a new Scottish dramatic tradition."
1756-12-14,Frederick II of Prussia forces his country's peasants to grow the unpopular and obscure potato.
1756-12-14,"The town of Gus-Khrustalny is established in Russia, with the setting up of a crystal glass factory."
1757-01-02,"Seven Years' War: The British East India Company Army, under the command of Robert Clive, captures Calcutta, India."
1757-01-05,"Robert-François Damiens makes an unsuccessful assassination attempt on Louis XV of France, who is slightly wounded by the knife attack. Damiens is executed on March 28."
1757-01-12,"Koca Ragıp Pasha becomes the new Grand Vizier of the Ottoman Empire, and administers the office for seven years until his death in 1763."
1757-01-17,Ahmad Shah Durrani leads his Afghan forces to sack Delhi during his invasions of India.
1757-02-01,"King Louis XV of France dismisses his two most influential advisers. His Secretary of State for War, the Comte d'Argenson and the Secretary of the Navy, Jean-Baptiste de Machault d'Arnouville, are both removed from office at the urging of the King's mistress, Madame de Pompadour."
1757-02-02,"At Versailles in France, representatives of the Russian Empire and the Austrian Empire enter into an alliance against Prussia, with each nation pledging 80,000 troops. Other clauses to the treaty, not disclosed to the public, commit Austria to pay Russia one million rubles per year during the war to pay for the expenses of 24,000 of the Russian troops, and two million rubles upon the conquest of Silesia (a Prussian province that had been seized from Austria in 1746)."
1757-02-03,French artist Robert Picault begins the rescue of the frescoes at the King's Chamber of the Palace of Fontainebleau before architect Ange-Jacques Gabrel begins renovations.
1757-02-05,"The Nawab of Bengal, Siraj ud-Daulah, leads an attempt to retake Calcutta from the British. With just 1,900 soldiers and sailors, but superior cannon power, General Robert Clive forces the Nawab's much larger force into a retreat. The British sustain 194 casualties, but the Bengalis suffer 1,300."
1757-02-09,"The Nawab and General Clive sign the Treaty of Alinagar, with Bengal compensating the British East India Company for its losses and pledging respect for British control of India."
1757-02-22,King Frederick V of Denmark issues an order to create a Lutheran mission for African slaves at the Danish West Indies (the modern-day United States Virgin Islands) at St. Croix.
1757-02-23,"A revolt against the government of King Joseph I of Portugal takes place in the city of Porto. After the riot's suppression, the King's minister, Sebastião José de Carvalho e Melo, 1st Marquis of Pombal, orders harsh punishments against the perpetrators, carried out in October."
1757-03-14,"British Royal Navy Admiral John Byng is executed by firing squad on board the ship HMS Monarch in the Solent after his court martial conviction for failing in the Battle of Minorca (1756) to save British troops who had been besieged by a numerically superior French force in the Siege of Fort St Philip. General Edward Cornwallis, the ranking British Army officer at the battle, is exonerated of charges of dereliction of duty, but his career is ruined. Byng's execution is the origin of the phrase ""In this country, it is wise to kill an admiral from time to time to encourage the others"", coined by Voltaire in his novel Candide."
1757-03-21,"Sweden signs an alliance treaty with France and Austria in the multinational effort to remove King Frederick the Great, even though Queen Consort Ulrika of Sweden is Frederick's sister. Sweden agrees to contribute 25,000 troops to the French and Austrian force."
